: , RegressionTest0::test1 , RegressionTest0::test2 , RegressionTest0::test3 , RegressionTest0::test4 , RegressionTest0::test5 , RegressionTest0::test6 , RegressionTest0::test7 , RegressionTest0::test8 , RegressionTest0::test9
SimplexTableau_ESTest::test15 , 56 , 238 , 447 , 335 , 61 , 241 , 302 , 298 , 59 , 276 , 73 , 95 , 120 , 331 , 118 , 0 , 208 , 94 , 140 , 212 , 388 , 404 , 438 , 260 , 214 , 315 , 253
SimplexTableau_ESTest::test16 , 213 , 341 , 423 , 308 , 224 , 342 , 318 , 261 , 212 , 261 , 178 , 207 , 225 , 288 , 223 , 208 , 0 , 158 , 241 , 56 , 239 , 238 , 279 , 114 , 56 , 116 , 101
SimplexTableau_ESTest::test17 , 98 , 234 , 425 , 321 , 103 , 231 , 316 , 295 , 90 , 304 , 52 , 85 , 114 , 323 , 116 , 94 , 158 , 0 , 118 , 165 , 338 , 329 , 367 , 206 , 167 , 269 , 208
SimplexTableau_ESTest::test18 , 147 , 172 , 468 , 356 , 130 , 206 , 368 , 321 , 134 , 345 , 102 , 105 , 143 , 354 , 141 , 140 , 241 , 118 , 0 , 242 , 400 , 432 , 468 , 277 , 246 , 346 , 283
SimplexTableau_ESTest::test19 , 217 , 343 , 423 , 316 , 232 , 347 , 328 , 262 , 220 , 273 , 190 , 209 , 230 , 288 , 232 , 212 , 56 , 165 , 242 , 0 , 237 , 241 , 274 , 117 , 10 , 156 , 97
SimplexTableau_ESTest::test20 , 377 , 499 , 521 , 399 , 388 , 468 , 395 , 356 , 387 , 341 , 356 , 375 , 382 , 387 , 380 , 388 , 239 , 338 , 400 , 237 , 0 , 228 , 248 , 283 , 242 , 148 , 272
SimplexTableau_ESTest::test21 , 397 , 506 , 527 , 366 , 417 , 469 , 369 , 272 , 406 , 278 , 378 , 399 , 403 , 300 , 405 , 404 , 238 , 329 , 432 , 241 , 228 , 0 , 47 , 298 , 238 , 185 , 279
SimplexTableau_ESTest::test22 , 428 , 538 , 559 , 358 , 453 , 508 , 353 , 305 , 446 , 276 , 417 , 436 , 435 , 333 , 438 , 438 , 279 , 367 , 468 , 274 , 248 , 47 , 0 , 339 , 279 , 220 , 305
SimplexTableau_ESTest::test23 , 262 , 372 , 413 , 331 , 253 , 374 , 347 , 281 , 240 , 299 , 214 , 237 , 239 , 284 , 241 , 260 , 114 , 206 , 277 , 117 , 283 , 298 , 339 , 0 , 114 , 218 , 159
SimplexTableau_ESTest::test24 , 218 , 345 , 422 , 315 , 232 , 349 , 326 , 269 , 221 , 272 , 192 , 213 , 232 , 293 , 233 , 214 , 56 , 167 , 246 , 10 , 242 , 238 , 279 , 114 , 0 , 153 , 102
SimplexTableau_ESTest::test25 , 315 , 440 , 466 , 347 , 333 , 420 , 346 , 305 , 321 , 293 , 291 , 312 , 324 , 333 , 322 , 315 , 116 , 269 , 346 , 156 , 148 , 185 , 220 , 218 , 153 , 0 , 201
SimplexTableau_ESTest::test26 , 207 , 380 , 460 , 325 , 265 , 390 , 331 , 262 , 263 , 267 , 231 , 249 , 268 , 288 , 268 , 253 , 101 , 208 , 283 , 97 , 272 , 279 , 305 , 159 , 102 , 201 , 0
